Ticker,Name,GICS Sub Industry,ICB Subsector Name,ICB Sector Name,ICB Supersct Nm,ICB Industry Name,Co Des,Ind Group,Net Income,Net Income,Net Income,Net Income,Net Income,Net Income,Net Income,Net Income,Net Income,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Total Asset,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,COGS,COGS,COGS,COGS,COGS,COGS,COGS,COGS,COGS,CFO,CFO,CFO,CFO,CFO,CFO,CFO,CFO,CFO,Capex,Capex,Capex,Capex,Capex,Capex,Capex,Capex,Capex,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Total Debt,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Gross Margin,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,Free Cash Flow,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Total Equity,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Market Cap,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Operating Income,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Interest Expense,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Cash and Cash Equivalent,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Assets,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability,Current Liability
KVUE,KENVUE INC,Personal Care Products,Personal Products,"Personal Care, Drug and Grocery Stores","Personal Care, Drug and Grocery Stores",Consumer Staples,"Kenvue Inc. operates as a consumer health company. The Company offers a consumer health portfolio in self-care, skin, beauty, and essential health products. Kenvue serves customers worldwide.",Cosmetics/Personal Care,--,--,1435000064,-879000000,2031000064,2064000000,1664000000,1030000000,1470000000,--,--,--,29177000000,27929000000,27316000000,27851000000,25601000000,27076000000,--,--,14324000000,14467000000,15054000000,14950000000,15444000000,15455000000,15124000000,--,--,6662000128,6618999808,6634999808,6664999936,6800999936,6496000000,6332000256,--,--,2998000000,3397000000,334000000,2525000000,3168000000,1769000000,2197000000,--,--,-2218000000,-229000000,-218000000,-375000000,-469000000,-440000000,-475000000,--,--,--,0,0,116000000,8427000000,8719000000,8674000000,--,--,53.49%,54.25%,55.93%,55.42%,55.96%,57.97%,58.13%,--,--,11033662950000,46160017648302,1659942376923,31930620807692,41122844289231,21072570584423,28368390265385,--,--,--,--,10.48,10.23,10.67,9.87,14.39,--,--,--,258507548000000,290451161500000,309678784000000,172555227600000,156534588000000,180399870000000,--,--,--,--,--,--,634630256066560,667124658708480,551975284998144,--,--,2920000000,1846000000,-979000000,2675000000,2512000000,1841000000,2414000000,--,--,--,--,--,0,358000000,431000000,430000000,--,--,--,618000000,740000000,1231000000,1382000000,1070000000,1062000000,--,--,--,4595000000,4927000000,5877000000,6138000000,5525000000,5697000000,--,--,--,7494000000,4042000000,3926000000,5481000000,5739000000,5945000000
L,LOEWS CORP,Property & Casualty Insurance,Property and Casualty Insurance,Non-life Insurance,Insurance,Financials,"Loews Corporation operates as a holding company. The Company, through its subsidiaries, provides commercial property and casualty insurance services, transportation and storage of natural gas and natural gas liquids, and the operates of a chain of hotels. Loews serves customers in the United States.",Insurance,1164000000,636000000,932000000,-931000000,1562000000,822000000,1434000000,1414000000,1667000064,79586000000,78316000000,82243000000,80236000000,81626000000,75567000000,79197000000,81943000000,86348000000,13735000000,14066000000,14931000000,12583000000,14657000000,14044000000,15901000000,17510000000,18454000000,--,--,--,--,--,--,--,--,--,2590000000,4222000000,1741000000,1745000000,2623000000,3314000000,3907000000,3025000000,3279000000,-1031000000,-1031000000,-1041000000,-710000000,-482000000,-660000000,-686000000,-632000000,-579000000,11533000000,11376000000,12227000000,10610000000,9442000000,9416000000,9387000000,9350000000,9864000000,--,--,--,--,--,--,--,--,--,20859303075000,45961265507500,9899826302682,15088070009542,30635523883142,39415752383077,49076206541538,37950089676145,44492974137931,6.23,3.37,4.95,-5.04,8.75,5.11,9.54,8.63,9.33,333802808000000,308536891300000,303653745000000,267095425000000,273023237500000,235724947200000,254346190000000,291727368000000,327867213000000,225757315960832,204941690827776,211485442803712,168768697139200,204309267953664,213432214671360,237970813157376,295727846719488,362142644885504,29810472900000,1408000000,2558000000,1710000000,-949000000,1353000000,2252000000,2257000000,2646000000,646000000,574000000,591000000,515000000,398000000,239000000,256000000,383000000,363000000,472000000,405000000,336000000,478000000,621000000,532000000,399000000,541000000,495000000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDOS,LEIDOS HOLDINGS,Research & Consulting Services,Computer Services,Software and Computer Services,Technology,Technology,"Leidos Holdings, Inc. provides scientific, engineering, systems integration, and technical services and solutions. The Company provides its services in the areas of national security, engineering, and health.",Computers,366000000,581000000,667000000,628000000,753000000,685000000,199000000,1254000000,1448000000,8990000000,8770000000,9367000000,12511000000,13261000000,13071000000,12695000000,13104000000,13493000000,10170000000,10194000000,11094000000,12297000000,13737000000,14396000000,15438000000,16662000000,17174000000,8737999872,8689999872,9546000384,10560000000,11722999808,12312000512,13194000384,13863999488,14074999808,526000000,768000000,992000000,1334000000,1031000000,986000000,1165000000,1392000000,1750000000,-81000000,-81000000,-121000000,-183000000,-104000000,-129000000,-207000000,-149000000,-125000000,3111000000,3124000000,3444000000,5435000000,5805000000,5620000000,5334000000,5414000000,5342000000,14.08%,14.75%,13.95%,14.13%,14.66%,14.48%,14.54%,16.79%,18.04%,5954066625000,9898197513514,12316695304906,16785992314231,13265229167308,12727693968462,14596400455385,19717791319434,26785456250000,11.25,17.4,19.85,17.26,18.47,15.95,4.68,29.12,31.05,45968204000000,48077541050000,47594709600000,54515293000000,61852044000000,67502841600000,65537432800000,72247540000000,82915020000000,132483954855936,111091462117376,195377630177280,210217511530496,177218595822592,223471834518528,226190941716480,312653136685056,387455750676480,7479378075000,749000000,1152000000,912000000,998000000,1088000000,621000000,1827000000,2109000000,148000000,145000000,147000000,182000000,184000000,199000000,212000000,193000000,203000000,390000000,327000000,668000000,524000000,727000000,516000000,777000000,943000000,1108000000,2674000000,2839000000,2812000000,3339000000,3619000000,3643000000,4005000000,4428000000,4814000000,2202000000,2059000000,2333000000,2907000000,3229000000,3947000000,2990000000,3654000000,2827000000
LEN,LENNAR CORP-A,Homebuilding,Home Construction,Household Goods and Home Construction,Consumer Products and Services,Consumer Discretionary,"Lennar Corporation operates as home building company. The Company constructs and sells single-family attached and detached homes. The Company also provides mortgage financing, title insurance, commercial real estate, investment management, buying and selling of residential land, and other financial services. Lennar serves customers in the United States.",Home Builders,810480000,1695831040,1849052032,2465036032,4430111232,4614125056,3938511104,3932532992,2078178944,18745034000,28566181000,29359511000,29935177000,33207778000,37984295000,39234303000,41312781000,34430437000,12646365000,20571631000,22259561000,22488854000,27130676000,33671010000,34233366000,35441452000,34186934000,9391047680,15874421760,17150045184,16840129536,19358654464,24045987840,25566269440,26850609152,27356295168,982374000,1691747000,1482343000,4190819000,2532774000,3265668000,5179738000,2403379000,216812000,-111773000,-111773000,-86497000,-72752000,-65172000,-57214000,-99799000,-171503000,-188629000,7972515000,10117058000,9573696000,7544419000,6541877000,6357968000,5138299000,4451358000,4348843000,20.88%,19.16%,20.26%,23.30%,27.14%,27.32%,23.95%,22.74%,18.27%,11638039060925,22114229297047,19801819512204,59984573335169,35274757748245,47300965618681,77439789059457,35292164773867,462895043781,10.78,14.97,12.01,14.36,22.56,20.31,15.35,14.3,8.26,108136220346000,210422190914850,226341561195000,256305617561000,300981702470000,380318026028150,415447878404200,443856204000000,368375452542000,205486214990848,198551654796288,266006556010496,335918401910784,450915594803200,399348161449984,559173121548288,740952350392320,563064011661312,17899446603420,2133678000,5109388000,2472975000,3183852000,6753505000,5394240000,4849258000,2847269000,277809000,316164000,394995000,374104000,365373000,312731000,273327000,198763000,188692000,2650872000,1558458000,1445996000,2863038000,2921744000,4778720000,6474497000,4909664000,3756305000,14284189000,19984413000,20515388000,21045957000,23421928000,28292500000,27164813000,26955198000,17142851000,1135388000,1500988000,1329445000,1744029000,2297849000,3583679000,4172295000,5403374000,3288860000
LH,LABCORP HOLDINGS,Health Care Services,Medical Services,Medical Equipment and Services,Health Care,Health Care,"Labcorp Holdings Inc. operates as a holding company. The Company, through its subsidiaries, specializes in providing clinical lab tests for allergies, genetics and genomics, colorectal cancer, diabetes, chronic kidney disease, and pregnancy, as well as clinical trials for oncology and COVID-19. Labcorp Holdings serves patients, biopharma, health system, and organization worldwide.",Healthcare-Services,1227100032,883699968,823800000,1556099968,2377299968,1279100032,418000000,746000000,876499968,16673000000,16185300000,18046400000,20071700000,20385400000,20155100000,16725100000,18379000000,18392700000,10308000000,11333400000,11554800000,13978500000,16120900000,14876800000,12161600000,13008900000,13951700000,7216200192,8157000192,8302300160,9025699840,10496600064,10491700224,8796699648,9384500224,9939200000,1498100000,1305400000,1444700000,2135300000,3109600000,1955900000,1327700000,1585800000,1640500000,-312900000,-312900000,-400200000,-381700000,-460400000,-481900000,-453600000,-489900000,-434500000,6762100000,6059800000,7107600000,6756400000,6342600000,6294900000,5954200000,7272800000,6526000000,29.99%,28.03%,28.15%,35.43%,34.89%,29.48%,27.67%,27.86%,28.76%,15857887110000,13183063946000,14771955104502,25563709728244,37907346973946,21891039567692,13318072691077,17379650345210,19873528448276,19.94,12.83,11.33,18.3,24.12,12.56,4.65,9.37,10.51,92736741200000,100852293025000,105054780150000,131692902500000,146571119000000,156863081600000,121447419800000,131193556000000,144172433100000,220860285984768,180294269783040,227690713188352,276357298534400,416532755277824,322070082435072,293519752101888,311053699645440,344248654848000,17463478110000,1325700000,3259500000,1330200000,2445400000,1773900000,725600000,1086700000,1384700000,235100000,244200000,240700000,207400000,212100000,180300000,199600000,208300000,224100000,316600000,426800000,337500000,1320800000,1472700000,430000000,536800000,1518700000,532300000,2733800000,2835400000,2981200000,5125400000,5330500000,4625000000,3765400000,4806500000,4020500000,2185700000,1878900000,2655800000,3078500000,2782900000,3078500000,3225200000,3330200000,2823500000
LHX,L3HARRIS TECHNOL,Aerospace & Defense,Defense,Aerospace and Defense,Industrial Goods and Services,Industrials,"L3Harris Technologies, Inc. is an aerospace and defense technology innovator. The Company designs, develops, and manufactures radio communications products and systems, including single channel ground and airborne radio systems. L3Harris Technologies provides advanced defense and commercial technologies across air, land, sea, space, and cyber domains.",Aerospace/Defense,553000000,718000000,1332999936,1119000064,1846000000,1062000000,1227000064,1502000000,1606000000,10090000000,9839000000,38336000000,36960000000,34709000000,33524000000,41687000000,42001000000,41195000000,5900000000,6182000000,12856000000,18194000000,17814000000,17062000000,19419000000,21325000000,21865000000,3811000064,3931000064,9088000000,12885999616,12437999616,12135000064,14305999872,15800999936,16240000000,569000000,751000000,1655000000,2790000000,2687000000,2158000000,2096000000,2559000000,3106000000,-119000000,-119000000,-267000000,-368000000,-342000000,-252000000,-449000000,-408000000,-424000000,4030000000,3790000000,7864000000,7803000000,7938000000,7907000000,13950000000,13036000000,11228000000,35.41%,36.41%,29.31%,29.17%,30.18%,28.88%,26.33%,25.90%,25.73%,5967469038462,8365894627413,19885894272405,35322044643846,33556593740385,28306866632308,25094229175385,34121455453019,44208365330769,18.42,22.91,10.29,5.17,9.24,5.63,6.58,7.85,8.2,39055128000000,47414407700000,316796627200000,293503803000000,275073581500000,288806092800000,289808436400000,317160221000000,328100850000000,174062194606080,244014182264832,639761143369728,554302669070336,578758228144128,615429612859392,615333438160896,644873811099648,950636748840960,14229098396154,1122000000,2109000000,1411000000,1175000000,1127000000,1426000000,1918000000,2110000000,172000000,170000000,217000000,254000000,265000000,279000000,543000000,675000000,597000000,484000000,288000000,824000000,1276000000,941000000,880000000,560000000,615000000,1069000000,2073000000,2223000000,6312000000,6667000000,6359000000,6754000000,8055000000,8218000000,8593000000,1926000000,1788000000,4009000000,4240000000,4551000000,5776000000,8004000000,7633000000,7226000000
LII,LENNOX INTL INC,Building Products,Building: Climate Control,Construction and Materials,Construction and Materials,Industrials,"Lennox International Inc. provides climate control solutions. The Company designs, manufactures, and markets heating, ventilation, air conditioning, and refrigeration equipment. Lennox markets its products worldwide.",Building Materials,305700000,359000000,408700000,356300000,464000000,497100000,590099968,811100032,805800000,1891500000,1817200000,2034900000,2032500000,2171900000,2567600000,2798300000,3620000000,4081800000,3839600000,3883900000,3807200000,3634100000,4194100000,4718400000,4981900000,5341300000,5195300000,2714400000,2772699904,2727399936,2593999872,3005700096,3433700096,3434099968,3563800064,3460499968,325100000,495500000,396100000,612400000,515500000,302300000,736200000,945700000,757600000,-98300000,-98300000,-105600000,-78500000,-106800000,-101100000,-250200000,-163600000,-118800000,1004000000,1041300000,1354900000,1178600000,1437600000,1749900000,1527300000,1488600000,1770700000,29.31%,28.61%,28.36%,28.62%,28.34%,27.23%,31.07%,33.28%,33.39%,3034566990000,5701361816750,4108427915613,7783111669656,5848079687548,2988112049538,7404854510769,12403161360515,10526708103448,697.15,697.15,697.15,697.15,697.15,--,--,130.05,75.83,680758800000,-2158286680000,-2356674300000,-238117500000,-3830156500000,-3149512320000,4391223480000,15647594400000,19415628300000,118312793550848,125851201910784,130381274728448,146303541427200,169196741458944,131584234152960,245097570205696,352746164387840,282049372344320,6616372912500,509500000,590300000,643500000,462900000,656200000,781600000,1032500000,1035500000,32100000,39100000,48600000,29700000,26000000,39800000,56000000,44100000,46400000,68200000,46300000,37300000,123900000,31000000,52600000,60700000,415100000,34200000,1137300000,1089400000,1120900000,1087600000,1175400000,1496500000,1433500000,2032400000,1903800000,654500000,1008500000,1002700000,701300000,827100000,1595700000,1014600000,1313300000,1191800000
LIN,LINDE PLC,Industrial Gases,Chemicals: Diversified,Chemicals,Chemicals,Basic Materials,"Linde PLC operates as an industrial gas and engineering company. The company offers industrial gases, technologies, and gas processing solutions that are used in production of clean hydrogen and carbon capture systems for energy transition, medical oxygen, and specialty gases for electronics. Linde serves customers worldwide.",Chemicals,1247000064,1728999936,2284999936,2500999936,3825999872,4147000064,6199000064,6565000192,6897999872,96436000000,93386000000,86612000000,88229000000,81605000000,79658000000,80811000000,80147000000,86817000000,11358000000,28084000000,28228000000,27243000000,30793000000,33364000000,32854000000,33005000000,33986000000,6382000128,16929000448,16643999744,15383000064,17543000064,19449999360,17492000768,17143000064,17389000704,3041000000,3702000000,6372000000,7429000000,9725000000,8864000000,9305000000,9423000000,10350000000,-1311000000,-1311000000,-3682000000,-3400000000,-3086000000,-3173000000,-3787000000,-4497000000,-5261000000,20608000000,17371000000,14932000000,17060000000,15040000000,18635000000,20122000000,22405000000,27855000000,43.81%,39.72%,41.04%,43.53%,43.03%,41.70%,46.76%,48.06%,48.83%,23147270250000,25907512227500,38043618220306,58734139196565,94997311097701,84519610705385,84074047716923,78120410256870,83861016810345,--,3.42,4.54,5.19,8.38,9.87,15.55,16.87,18.07,750628296000000,823726846800000,714964027500000,690429350000000,647011678500000,641796486400000,632517802000000,642232832000000,663396513000000,601661007495168,1.23194MMMMM,1.5733MMMMM,1.92016MMMMM,2.50923MMMMM,2.49089MMMMM,3.04985MMMMM,3.22239MMMMM,3.30036MMMMM,32700536700000,2561000000,4753000000,2933000000,3322000000,5122000000,7785000000,8393000000,8695000000,161000000,379000000,38000000,115000000,77000000,63000000,480000000,487000000,464000000,10301000000,4466000000,2700000000,3754000000,2823000000,5436000000,4664000000,4850000000,5056000000,19348000000,17272000000,10352000000,10924000000,10159000000,13047000000,12620000000,12945000000,13325000000,13209000000,12956000000,12160000000,13740000000,13643000000,16479000000,15717000000,14544000000,15198000000
LITE,LUMENTUM HOL,Communications Equipment,Telecommunications Equipment,Telecommunications Equipment,Telecommunications,Telecommunications,"Lumentum Holdings Inc. operates as a holding company. The Company, through its subsidiaries, supplies optical and photonic products. Lumentum Holdings serves customers worldwide.",Pharmaceuticals,-102500000,248100000,-36400000,135500000,397300000,198900000,-131600000,-546499968,25900000,1232900000,1581500000,2716600000,3292600000,3551600000,4162200000,4632100000,3931900000,4218700000,1001600000,1247700000,1565300000,1678600000,1742800000,1712600000,1767000000,1359200000,1645000000,677000000,812400000,1092899968,974600000,898000000,861100032,1113600000,1023800000,1102899968,85000000,247500000,330100000,524300000,738700000,459300000,179800000,24700000,126300000,-138100000,-138100000,-167300000,-90000000,-94800000,-91200000,-128500000,-133000000,-231000000,317500000,334200000,841700000,1189300000,1239900000,1936000000,2873700000,2559600000,2608200000,31.76%,34.63%,27.21%,38.73%,44.93%,46.05%,32.20%,18.50%,27.96%,-704161346538,2098955351236,2352683756077,6233354224615,9284865604887,5296128509769,777185410846,-1696564465327,-1687595473269,-18.53,31.26,-3.13,8.35,21.35,10.34,-8.15,-47.25,2.48,8731382100000,13729054415000,21146462645000,25137315900000,28595736000000,28087593750000,20381741400000,15653769600000,18416181000000,46782697880064,51890149656576,57828630496000,82164947626496,88322527754240,79270566717440,56627387738112,55287550976000,107337917798400,631225613846,139900000,527000000,-21600001,204100000,303300000,-115700000,-434000000,-180100000,700000,700000,36300000,61200000,66700000,80200000,35500000,33800000,22200000,272900000,397300000,432600000,298000000,774300000,1290200000,859000000,436700000,520700000,930300000,1127200000,1332800000,2050000000,2436800000,3139200000,2777900000,1590100000,1717300000,184200000,214000000,294000000,283000000,664600000,716500000,633800000,269300000,392800000
LLY,ELI LILLY & CO,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals and Biotechnology,Health Care,Health Care,"Eli Lilly and Company discovers, develops, manufactures, and sells pharmaceutical products for humans and animals. The Company products are sold in countries around the world. Eli Lilly products include neuroscience, endocrine, anti-infectives, cardiovascular agents, oncology, and animal health products.",Aerospace/Defense,-204100000,3232000000,8318400000,6193699840,5581700096,6244800000,5240399872,10590000128,20640000000,44981000000,43908400000,39286100000,46633100000,48806000000,49489800000,64006300000,78715000000,112476000000,22871300000,21493300000,22319500000,24539800000,28318400000,28541400000,34124100000,45043000000,65179000000,6150799872,4681699840,4721200128,5483299840,7312799744,6629799936,7082200064,8417999872,11052000256,5615600000,5524500000,4836600000,6499600000,7260700000,7585700000,4240100000,8818000000,16813000000,-1076800000,-1076800000,-1033900000,-1387900000,-1309800000,-1854300000,-3447600000,-5058000000,-7841000000,13647100000,10298600000,15317200000,16595300000,16884700000,16238600000,25225300000,34791000000,43865000000,73.11%,78.22%,78.85%,77.66%,74.18%,76.77%,79.25%,81.31%,83.04%,60728803590000,61441680592750,53780099258870,74517572432634,85151302697893,85119609347538,12074788476923,59629058580153,147848505172414,-1.59,30.18,133.78,150.18,76.35,63.63,48.93,84.57,101.16,158543425200000,157386131155000,37373088150000,81115910000000,130350619800000,167096282880000,167209724920000,232119808000000,442948755000000,1.26242MMMMM,1.76471MMMMM,1.74261MMMMM,2.24904MMMMM,3.75081MMMMM,5.39046MMMMM,8.51812MMMMM,11.90165MMMMM,16.94937MMMMM,25380379732500,3534500000,6357100000,4974300000,6058000000,7127300000,6457900000,12899000000,26302000000,225000000,242500000,400600000,359600000,339800000,331600000,485900000,781000000,895000000,6536200000,7320700000,2337500000,3657100000,3818500000,2067000000,2818600000,3268000000,7268000000,19202100000,20549600000,13709600000,17462100000,18452400000,18034500000,25727000000,32740000000,55629000000,14535900000,11888100000,11775200000,12481600000,15052700000,17138200000,27293200000,28376000000,35228000000
LMT,LOCKHEED MARTIN,Aerospace & Defense,Defense,Aerospace and Defense,Industrial Goods and Services,Industrials,"Lockheed Martin Corporation is a global security company that primarily researches, designs, develops, manufactures, and integrates advanced technology products and services. The Company businesses span space, telecommunications, electronics, information and services, aeronautics, energy, and systems integration. Lockheed Martin operates worldwide.",Electric,1963000064,5046000128,6230000128,6832999936,6314999808,5731999744,6920000000,5336000000,5016999936,46620000000,44876000000,47528000000,50710000000,50873000000,52880000000,52456000000,55617000000,59840000000,49960000000,53762000000,59812000000,65398000000,67044000000,65984000000,67571000000,71043000000,75048000000,43589001216,46487998464,51444998144,56744001536,57983000576,57697001472,59092000768,64113000448,67428999168,6476000000,3138000000,7311000000,8183000000,9221000000,7802000000,7920000000,6972000000,8557000000,-1177000000,-1177000000,-1484000000,-1766000000,-1522000000,-1670000000,-1691000000,-1685000000,-1649000000,14263000000,14104000000,13754000000,13269000000,13076000000,16747000000,18659000000,21370000000,22800000000,12.75%,13.53%,13.99%,13.23%,13.52%,12.56%,12.55%,9.75%,10.15%,70900222575000,26491463850000,82408982665326,93546034059160,110164828760536,91069100833846,94907075612308,83845434232252,113836098275862,224.52,224.52,275.6,149.49,74.41,56.68,85.96,81.04,76.87,-10544288000000,20904795450000,43907251500000,84079150000000,156039721500000,143689715200000,105201586000000,102999912000000,112193653000000,1.23893MMMMM,1.0615MMMMM,1.50969MMMMM,1.37912MMMMM,1.37145MMMMM,1.91618MMMMM,1.6743MMMMM,1.84938MMMMM,1.84892MMMMM,90234214200000,7334000000,9123000000,8545000000,8644000000,8348000000,8507000000,7013000000,7731000000,651000000,668000000,653000000,591000000,569000000,623000000,916000000,1036000000,1118000000,2861000000,772000000,1514000000,3160000000,3604000000,2547000000,1442000000,2483000000,4121000000,17505000000,16103000000,17095000000,19378000000,19815000000,20991000000,20521000000,21849000000,25362000000,12913000000,14398000000,13972000000,13933000000,13997000000,15887000000,16937000000,19420000000,23335000000
LNT,ALLIANT ENERGY,Electric Utilities,Conventional Electricity,Electricity,Utilities,Utilities,"Alliant Energy Corporation provides public-utility services. The Company supplies electricity, natural gas, and water to residential and commercial customers. Alliant Energy serves customers in the States of Illinois, Iowa, Minnesota, and Wisconsin.",Retail,467500000,522000000,567000000,624000000,674000000,686000000,703000000,690000000,810000000,14187800000,15426000000,16701000000,17710000000,18553000000,20163000000,21237000000,22714000000,24991000000,3382200000,3534000000,3648000000,3416000000,3669000000,4205000000,4027000000,3981000000,4362000000,--,--,--,--,--,--,--,--,--,521600000,528000000,660000000,501000000,582000000,486000000,867000000,1167000000,1169000000,-1466900000,-1466900000,-1640000000,-1366000000,-1169000000,-1484000000,-1854000000,-2249000000,-2483000000,5281500000,5944000000,6543000000,7181000000,7897000000,8734000000,9532000000,10428000000,12137000000,55.34%,55.21%,59.43%,62.44%,60.83%,57.38%,59.82%,63.20%,62.63%,-12648043102500,-15752451085000,-13859756823755,-12609836288168,-8399370630268,-14821748635385,-15038253913846,-17159213133969,-21653247413793,11.37,11.68,11.38,11.27,11.29,11.19,10.77,10.01,11.3,59545333600000,69043533185000,74840332500000,81990400000000,85288615000000,97323187200000,104308873200000,113913056000000,122426462000000,133947315929088,143890194567168,185655698311168,179294396544000,219233176156160,215007062916096,202216531951616,246898249555968,279048140812288,8980605660000,694000000,795000000,778000000,740000000,928000000,943000000,886000000,1025000000,165900000,171000000,180000000,220000000,252000000,309000000,294000000,374000000,423000000,27900000,20900000,16000000,54000000,39000000,20000000,62000000,81000000,556000000,905100000,785100000,876000000,887000000,1069000000,1250000000,1272000000,1184000000,1697000000,2149000000,1644100000,2054000000,1297000000,2054000000,2363000000,2304000000,2715000000,2123000000
LOW,LOWE'S COS INC,Home Improvement Retail,Home Improvement Retailers,Retailers,Retail,Consumer Discretionary,"Lowe`s Companies, Inc. operates as a home improvement store. The Company offers tools, appliances, building supplies, carpet, bathroom, and lighting products. Lowe`s serves customers in the United States.",Semiconductors,3092999936,3447000064,2313999872,4280999936,5834999808,8441999872,6437000192,7726000128,6957000192,34408000000,35291000000,34508000000,39471000000,46735000000,44640000000,43708000000,41795000000,43102000000,65017000000,68619000000,71309000000,72148000000,89597000000,96250000000,97059000000,86377000000,83674000000,43342999552,46185000960,48400998400,49204998144,60024999936,64193998848,64802000896,57533001728,54067998720,5617000000,5065000000,6193000000,4296000000,11049000000,10113000000,8589000000,8140000000,9625000000,-1167000000,-1167000000,-1174000000,-1484000000,-1791000000,-1853000000,-1829000000,-1964000000,-1927000000,15699000000,16995000000,16223000000,23750000000,26211000000,29384000000,37994000000,40145000000,39678000000,33.34%,32.69%,32.12%,31.80%,33.01%,33.30%,33.23%,33.39%,33.32%,59011440764151,52753008335907,71843176351154,39666366719231,135266136559615,118368956273077,100884351026415,94353819809231,122521705527692,43.5,56.02,48.48,151.99,340.92,340.92,340.92,340.92,340.92,85636540000000,79273754000000,50972454200000,27182048000000,20169013500000,-69352808000000,-213360999000000,-236790680000000,-231737604000000,844774280232960,1.13714MMMMM,1.08806MMMMM,1.22252MMMMM,1.71193MMMMM,2.26734MMMMM,1.94295MMMMM,1.98228MMMMM,2.37132MMMMM,77523793866792,6586000000,9647000000,4018000000,6314000000,12093000000,10159000000,11557000000,10466000000,659000000,657000000,652000000,719000000,872000000,900000000,1164000000,1487000000,1478000000,558000000,588000000,511000000,716000000,4690000000,1133000000,1348000000,921000000,1761000000,12000000000,12772000000,14228000000,15318000000,22326000000,20060000000,21442000000,19071000000,20358000000,11974000000,12096000000,14497000000,15182000000,18730000000,19668000000,19511000000,15568000000,18757000000
LRCX,LAM RESEARCH,Semiconductor Materials & Equipment,Production Technology Equipment,Technology Hardware and Equipment,Technology,Technology,"Lam Research Corporation manufactures, markets, and services semiconductor processing equipment used in the making of integrated circuits. The Company's products are used to deposit special films on a silicon wafer and etch away portions of various films to create a circuit design. Lam Research sells its products worldwide.",Retail,1697762944,2380680960,2191429888,2251752960,3908457984,4605285888,4510930944,3827771904,5358217216,12122765000,12479478000,12001333000,14559047000,15892152000,17195632000,18781643000,18744728000,21345260000,8013620000,11076998000,9653559000,10044736000,14626150000,17227039000,17428516000,14905386000,18435591000,4410260992,5911966208,5295099904,5436042752,7820844032,9355232256,9651591168,7852595200,9456532480,2029282000,2655747000,3176013000,2126451000,3588163000,3099674000,5178938000,4652269000,6173264000,-157419000,-157419000,-303491000,-203239000,-349096000,-546034000,-501568000,-396670000,-759186000,2863274000,2494784000,4539338000,5995089000,5165377000,5224553000,5249109000,4983334000,4756555000,44.97%,46.63%,45.15%,45.88%,46.53%,45.69%,44.62%,47.32%,48.71%,24818271972590,32364268526084,41500383831258,27603181314831,46699242866423,36723982779808,70849833328533,66613267727364,87266222776758,26.71,35.75,39.22,45.74,69.8,74.85,62.27,45.71,58.24,90614149966500,91650091696000,66018109431750,74332618150500,87074785036000,93120724512000,123378359730000,139637151808000,160054076370000,326269636100096,386357732212736,383215406592000,631828692103168,1.29789MMMMM,914611960479744,1.21946MMMMM,2.27018MMMMM,2.00151MMMMM,25219596361362,3213299000,4482023000,2464732000,2673802000,5381822000,5174860000,4263913000,5900968000,117734000,97387000,117263000,177440000,208597000,184759000,186462000,185236000,178203000,2377534000,4512257000,3658219000,4915172000,4418263000,3522001000,5337056000,5847856000,6390659000,9142498000,9149911000,8560409000,10853535000,11652387000,12285235000,13228412000,12883220000,14516995000,2950115000,3150308000,2371650000,3162442000,3527867000,4564759000,4184918000,4338438000,6568425000
